source_id,campus,sentence_index,sentence_id,sentence,ideological,ideological_score,institutionalized,institutionalized_score,interpersonal,interpersonal_score,internalized,internalized_score,primary_leaning,rationale,gemini_raw,reviewed,review_notes
4,Dominguez Hills,16,4_16,I hold privilege as a person with a college degree who speaks English and is heterosexual.,1,0.7,0,0.0,0,0.0,0,0.0,ideological,"The sentence identifies specific aspects of identity (college degree, English speaker, heterosexual) that are often associated with dominant societal norms and advantages, aligning with ideological oppression by acknowledging how certain beliefs and values confer privilege.","{
  ""ideological"": 1,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.7,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""ideological"",
  ""rationale"": ""The sentence identifies specific aspects of identity (college degree, English speaker, heterosexual) that are often associated with dominant societal norms and advantages, aligning with ideological oppression by acknowledging how certain beliefs and values confer privilege.""
}",0,
4,Dominguez Hills,17,4_17,I have experienced oppression as a woman of color from an immigrant background who at one point lived in a mixed-status household.,1,0.7,1,0.6,1,0.5,0,0.0,ideological,"The sentence describes experiencing oppression as a woman of color from an immigrant background, which touches on dominant stereotypes (ideological), potential systemic barriers (institutionalized), and interpersonal mistreatment, but does not explicitly mention internalized oppression.","{
  ""ideological"": 1,
  ""institutionalized"": 1,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.7,
  ""institutionalized_score"": 0.6,
  ""interpersonal_score"": 0.5,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""ideological"",
  ""rationale"": ""The sentence describes experiencing oppression as a woman of color from an immigrant background, which touches on dominant stereotypes (ideological), potential systemic barriers (institutionalized), and interpersonal mistreatment, but does not explicitly mention internalized oppression.""
}",0,
4,Dominguez Hills,18,4_18,I think about how this impacted me growing up as someone who did not speak English until the third grade.,0,0.0,0,0.0,0,0.0,1,0.7,internalized,"The sentence reflects on personal experience of growing up as a non-native English speaker, suggesting potential feelings of being 'less than' or different due to this, which aligns with internalized oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 1,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.7,
  ""primary_leaning"": ""internalized"",
  ""rationale"": ""The sentence reflects on personal experience of growing up as a non-native English speaker, suggesting potential feelings of being 'less than' or different due to this, which aligns with internalized oppression.""
}",0,
4,Dominguez Hills,19,4_19,I was placed in courses that were not as challenging.,0,0.0,0,0.0,0,0.0,0,0.0,none,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",,0,
4,Dominguez Hills,20,4_20,I also think about instances when I am the only one in the room representing my identity and the pressure I feel for being tokenized.,0,0.0,0,0.0,1,0.7,1,0.6,interpersonal,"The sentence describes the feeling of being tokenized due to being the only one representing an identity in a room, which is an interpersonal experience. The pressure felt can also lead to internalized feelings of self-doubt or discomfort with one's identity.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 1,
  ""internalized"": 1,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.7,
  ""internalized_score"": 0.6,
  ""primary_leaning"": ""interpersonal"",
  ""rationale"": ""The sentence describes the feeling of being tokenized due to being the only one representing an identity in a room, which is an interpersonal experience. The pressure felt can also lead to internalized feelings of self-doubt or discomfort with one's identity.""
}",0,
5,Dominguez Hills,0,5_0,I also identify with the geographic aspect.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence expresses a personal identification with a geographic aspect, which does not inherently relate to any of the defined forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses a personal identification with a geographic aspect, which does not inherently relate to any of the defined forms of oppression.""
}",0,
5,Dominguez Hills,1,5_1,"When I return to my rural hometown, I change behavior and check many of my comments.",0,0.0,0,0.0,1,0.7,1,0.7,interpersonal,"The sentence suggests the speaker modifies their behavior and speech when returning to their hometown, implying a need to conform to local norms or avoid negative reactions from others (interpersonal oppression). This modification also indicates an internal discomfort or self-censorship related to their identity or expression, potentially stemming from absorbed societal expectations (internalized oppression).","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 1,
  ""internalized"": 1,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.7,
  ""internalized_score"": 0.7,
  ""primary_leaning"": ""interpersonal, internalized"",
  ""rationale"": ""The sentence suggests the speaker modifies their behavior and speech when returning to their hometown, implying a need to conform to local norms or avoid negative reactions from others (interpersonal oppression). This modification also indicates an internal discomfort or self-censorship related to their identity or expression, potentially stemming from absorbed societal expectations (internalized oppression).""
}",0,
5,Dominguez Hills,2,5_2,There is much suspicion around those from big cities with PhDs and I work hard to avoid coming across as judgmental or acting superior to those with modest income and fewer job opportunities.,1,0.6,0,0.0,1,0.7,0,0.0,interpersonal,"The sentence describes suspicion towards a group (ideological) and the speaker's effort to avoid judgmental behavior (interpersonal). The suspicion itself is a form of ideological oppression, and the speaker's awareness and effort to counteract judgmental behavior points to interpersonal dynamics.","{
  ""ideological"": 1,
  ""institutionalized"": 0,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.6,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.7,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""interpersonal"",
  ""rationale"": ""The sentence describes suspicion towards a group (ideological) and the speaker's effort to avoid judgmental behavior (interpersonal). The suspicion itself is a form of ideological oppression, and the speaker's awareness and effort to counteract judgmental behavior points to interpersonal dynamics.""
}",0,
6,East Bay,0,6_0,"A highlight from my experience was considering how the places that I grew up in and the places I lived, all helped shape my identity.",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence reflects on how environment shaped identity, which is a general identity reflection without explicit mention of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence reflects on how environment shaped identity, which is a general identity reflection without explicit mention of oppression.""
}",0,
6,East Bay,1,6_1,I always thought it would be people and system that would shape my identity.,0,0.0,1,0.7,0,0.0,0,0.0,institutionalized,"The sentence mentions 'system' as a force shaping identity, which points to institutionalized oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 1,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.7,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""institutionalized"",
  ""rationale"": ""The sentence mentions 'system' as a force shaping identity, which points to institutionalized oppression.""
}",0,
6,East Bay,2,6_2,Never thought about the role the places would play!,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence expresses a realization about the significance of places but does not directly relate to any of the four forms of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses a realization about the significance of places but does not directly relate to any of the four forms of oppression.""
}",0,
6,East Bay,3,6_3,Something I already knew - how privileges change as people move from one place to another.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence reflects on the concept of privilege changing with location, which is related to social dynamics but does not explicitly describe or lean towards any of the four forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence reflects on the concept of privilege changing with location, which is related to social dynamics but does not explicitly describe or lean towards any of the four forms of oppression.""
}",0,
7,East Bay,0,7_0,I’m 42 years old.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence is a simple statement of age and does not contain any elements related to the forms of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence is a simple statement of age and does not contain any elements related to the forms of oppression.""
}",0,
7,East Bay,1,7_1,It was hard to think about where to put my identities within the map!,0,0.0,0,0.0,0,0.0,1,0.7,internalized,"The sentence expresses difficulty in placing or integrating multiple identities, suggesting a potential internal struggle or discomfort with how one's identities are perceived or fit within a given framework, which aligns with internalized oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 1,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.7,
  ""primary_leaning"": ""internalized"",
  ""rationale"": ""The sentence expresses difficulty in placing or integrating multiple identities, suggesting a potential internal struggle or discomfort with how one's identities are perceived or fit within a given framework, which aligns with internalized oppression.""
}",0,
8,East Bay,0,8_0,I've worked to ensure I am aware of my own traits.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes self-awareness of personal traits, which is a general reflection and does not clearly lean toward any of the specified forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes self-awareness of personal traits, which is a general reflection and does not clearly lean toward any of the specified forms of oppression.""
}",0,
8,East Bay,1,8_1,After this exercise I did notice how much I rely on my clan network also known as k'é.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence describes a personal reflection on reliance on a cultural network (clan network/k'é) without any indication of oppression. It's a statement of identity and social connection.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a personal reflection on reliance on a cultural network (clan network/k'é) without any indication of oppression. It's a statement of identity and social connection.""
}",0,
8,East Bay,2,8_2,This is a network of responsibilities tied to relationships.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence describes a general concept of responsibilities within relationships without referencing any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a general concept of responsibilities within relationships without referencing any form of oppression.""
}",0,
8,East Bay,3,8_3,"I have clear responsibilities to my spouse, children, parents, and those that teach me (elders and knowledge holders).",1,0.6,0,0.0,0,0.0,0,0.0,ideological,"The sentence describes a set of responsibilities based on social roles and relationships, which can be influenced by cultural norms and dominant belief systems about family and community obligations. This aligns with ideological oppression, as these norms and values shape expectations and justify certain social structures.","{
  ""ideological"": 1,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.6,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""ideological"",
  ""rationale"": ""The sentence describes a set of responsibilities based on social roles and relationships, which can be influenced by cultural norms and dominant belief systems about family and community obligations. This aligns with ideological oppression, as these norms and values shape expectations and justify certain social structures.""
}",0,
8,East Bay,4,8_4,"Students become akin to nieces, nephews, sons, daughters, and elders.",0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence describes a familial relationship metaphor without any indication of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a familial relationship metaphor without any indication of oppression.""
}",0,
8,East Bay,5,8_5,"This gives me insight into how I can, at times, remain grounded when things get chaotic.",0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence describes a personal coping mechanism for dealing with chaos and does not directly relate to any of the four forms of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a personal coping mechanism for dealing with chaos and does not directly relate to any of the four forms of oppression.""
}",0,
8,East Bay,6,8_6,"When the environment becomes unstable, which I define as the emergence of new unknowable variables, my social network can guide me or have me stay still until things clarify.",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes a personal strategy for dealing with uncertainty using a social network, but does not clearly lean toward any of the specified forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a personal strategy for dealing with uncertainty using a social network, but does not clearly lean toward any of the specified forms of oppression.""
}",0,
9,Fresno,0,9_0,I enjoy having time to engage in activities like this as it forces me to go beyond the narrative that I tell myself about myself.,0,0.0,0,0.0,0,0.0,1,0.8,internalized,"The sentence discusses challenging a personal narrative about oneself, which aligns with internalized oppression where individuals absorb and act upon negative beliefs about themselves.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 1,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.8,
  ""primary_leaning"": ""internalized"",
  ""rationale"": ""The sentence discusses challenging a personal narrative about oneself, which aligns with internalized oppression where individuals absorb and act upon negative beliefs about themselves.""
}",0,
9,Fresno,1,9_1,"Digging into my various identities reminds that I belong to a variety of discourse communities which are often at odds with each other, and yet I can begin to see where those tensions exist when I make the connections between intrapersonal, systemic, and personal.",0,0.0,1,0.7,0,0.0,0,0.0,institutionalized,"The sentence mentions 'systemic' tensions, which points to institutionalized oppression, and the connection between different identities and discourse communities can highlight how systems shape belonging and interaction.","{
  ""ideological"": 0,
  ""institutionalized"": 1,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.7,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""institutionalized"",
  ""rationale"": ""The sentence mentions 'systemic' tensions, which points to institutionalized oppression, and the connection between different identities and discourse communities can highlight how systems shape belonging and interaction.""
}",0,
9,Fresno,2,9_2,"For this exercise, I noticed a connection that started in my early years when I felt not good enough about fitting into the mold of what a woman should be (according to family members) and not feeling good enough or smart enough as a faculty member.",1,0.7,0,0.0,1,0.6,1,0.8,internalized,"The sentence describes feeling 'not good enough' due to societal expectations of women (ideological) and family members' influence (interpersonal), leading to internalized feelings of inadequacy as both a woman and a faculty member.","{
  ""ideological"": 1,
  ""institutionalized"": 0,
  ""interpersonal"": 1,
  ""internalized"": 1,
  ""ideological_score"": 0.7,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.6,
  ""internalized_score"": 0.8,
  ""primary_leaning"": ""internalized"",
  ""rationale"": ""The sentence describes feeling 'not good enough' due to societal expectations of women (ideological) and family members' influence (interpersonal), leading to internalized feelings of inadequacy as both a woman and a faculty member.""
}",0,
9,Fresno,3,9_3,I have found away to internalize that story and bring it into other aspects of my identity.,0,0.0,0,0.0,0,0.0,1,0.8,internalized,"The sentence explicitly uses the term 'internalize' and discusses bringing a 'story' into one's identity, which aligns with the definition of internalized oppression where dominant narratives or experiences are absorbed into the self.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 1,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.8,
  ""primary_leaning"": ""internalized"",
  ""rationale"": ""The sentence explicitly uses the term 'internalize' and discusses bringing a 'story' into one's identity, which aligns with the definition of internalized oppression where dominant narratives or experiences are absorbed into the self.""
}",0,
10,Long Beach,0,10_0,This was an interesting exercise.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence is a neutral statement about an exercise and does not contain any elements related to the four forms of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence is a neutral statement about an exercise and does not contain any elements related to the four forms of oppression.""
}",0,
10,Long Beach,1,10_1,I am the only daughter in my family and have two older brothers.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence describes a family structure without indicating any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a family structure without indicating any form of oppression.""
}",0,
10,Long Beach,2,10_2,"I have lived in different countries during my childhood, which is called formative years.",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes a personal experience of living in different countries during childhood, which is a factual statement about upbringing and does not inherently lean towards any of the specified forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a personal experience of living in different countries during childhood, which is a factual statement about upbringing and does not inherently lean towards any of the specified forms of oppression.""
}",0,
10,Long Beach,3,10_3,That has helped me to know about the fact that people in different countries approach the same issue differently.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes learning about different approaches to an issue in different countries, which is a general observation about cultural differences and not indicative of any form of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes learning about different approaches to an issue in different countries, which is a general observation about cultural differences and not indicative of any form of oppression.""
}",0,
10,Long Beach,4,10_4,It helps me to be very accepting of different believes and behaviors.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence expresses personal growth in acceptance, but does not clearly lean toward any specific form of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses personal growth in acceptance, but does not clearly lean toward any specific form of oppression.""
}",0,
10,Long Beach,5,10_5,I may have had many privileges!,0,0.0,0,0.0,0,0.0,1,0.7,internalized,"The sentence expresses a realization about potential privileges, which can stem from internalized beliefs about one's own social standing relative to dominant narratives of privilege and disadvantage.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 1,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.7,
  ""primary_leaning"": ""internalized"",
  ""rationale"": ""The sentence expresses a realization about potential privileges, which can stem from internalized beliefs about one's own social standing relative to dominant narratives of privilege and disadvantage.""
}",0,
10,Long Beach,6,10_6,"Well-traveled, middle class, a Ph.D degree etc.",0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence lists characteristics that could be associated with privilege or achievement but does not explicitly describe or imply any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence lists characteristics that could be associated with privilege or achievement but does not explicitly describe or imply any form of oppression.""
}",0,
10,Long Beach,7,10_7,"However, I never considered it privilege!",0,0.0,0,0.0,0,0.0,1,0.7,internalized,"The sentence expresses a lack of awareness or consideration of privilege, which can be a result of internalized dominant narratives that downplay or ignore systemic advantages. The exclamation point suggests a realization or surprise, pointing towards a shift in self-perception related to privilege.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 1,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.7,
  ""primary_leaning"": ""internalized"",
  ""rationale"": ""The sentence expresses a lack of awareness or consideration of privilege, which can be a result of internalized dominant narratives that downplay or ignore systemic advantages. The exclamation point suggests a realization or surprise, pointing towards a shift in self-perception related to privilege.""
}",0,
10,Long Beach,8,10_8,I have great gratitude for the life I have lived.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence expresses personal gratitude for life experiences and does not contain elements related to any of the four forms of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses personal gratitude for life experiences and does not contain elements related to any of the four forms of oppression.""
}",0,
10,Long Beach,9,10_9,"Whatever didn’t kill me, made me stronger!",0,0.0,0,0.0,0,0.0,0,0.0,none,This sentence expresses a common idiom about resilience and overcoming adversity. It does not directly reference any of the four forms of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""This sentence expresses a common idiom about resilience and overcoming adversity. It does not directly reference any of the four forms of oppression.""
}",0,
10,Long Beach,10,10_10,"In the breakout room, I shared the fact that once during my undergraduate studies, I was told that I am taking the space that a man (who can provide for a family) should have had!",1,0.7,0,0.0,1,0.6,0,0.0,ideological,"The sentence describes an interpersonal interaction that reflects an ideological belief about gender roles and the perceived value of men over women in academic or professional spaces. The comment implies a societal norm or stereotype that men are inherently more deserving of opportunities because they are expected to be providers, which is an ideological justification for inequality.","{
  ""ideological"": 1,
  ""institutionalized"": 0,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.7,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.6,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""ideological"",
  ""rationale"": ""The sentence describes an interpersonal interaction that reflects an ideological belief about gender roles and the perceived value of men over women in academic or professional spaces. The comment implies a societal norm or stereotype that men are inherently more deserving of opportunities because they are expected to be providers, which is an ideological justification for inequality.""
}",0,
10,Long Beach,11,10_11,Participants were surprised that it didn’t bother me that much.,0,0.0,0,0.0,1,0.7,0,0.0,interpersonal,"The sentence describes a reaction from others ('participants were surprised') to the speaker's lack of distress, implying an interpersonal judgment or expectation about how the speaker should feel, which is a form of interpersonal oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.7,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""interpersonal"",
  ""rationale"": ""The sentence describes a reaction from others ('participants were surprised') to the speaker's lack of distress, implying an interpersonal judgment or expectation about how the speaker should feel, which is a form of interpersonal oppression.""
}",0,
10,Long Beach,12,10_12,Thinking about it I realized there were two reasons contributing to this issue.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence is a general reflection on a personal realization about an issue and does not contain elements of any of the four oppression types.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence is a general reflection on a personal realization about an issue and does not contain elements of any of the four oppression types.""
}",0,
10,Long Beach,13,10_13,One the fact that my father always said “ Education of my daughter is very important.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence expresses a positive value placed on education for a daughter, which does not clearly lean toward any of the specified forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses a positive value placed on education for a daughter, which does not clearly lean toward any of the specified forms of oppression.""
}",0,
10,Long Beach,14,10_14,Even more important than the education of my sons.” I realized what it really meant many years later and am so grateful for it.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence reflects on a past realization and gratitude, but does not clearly lean toward any of the four forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence reflects on a past realization and gratitude, but does not clearly lean toward any of the four forms of oppression.""
}",0,
10,Long Beach,15,10_15,The second factor was the fact that as I mentioned before I was exposed to different kinds of thoughts early on.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes exposure to different thoughts, which is a neutral statement and does not clearly lean toward any of the specified forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes exposure to different thoughts, which is a neutral statement and does not clearly lean toward any of the specified forms of oppression.""
}",0,
